"Position","Domain","RefDomains","AlexaRank","Matches","MatchedLinks","ExtBackLinks","IndexedURLs","CrawledURLs","FirstCrawled","LastSuccessfulCrawl","IP","SubNet","CountryCode","TLD","CitationFlow","TrustFlow","BackLinks_cardealership.com","FirstLinkDate_cardealership.com","LastLinkDate_cardealership.com"
1309,"thebestcities.com",70,-1,1,1,17558,116235,74651,20/08/2012 00:00,10/08/2013 00:00,"184.154.159.196","184.154.159.0","US","com",25,22,1,16/04/2013 00:00,16/04/2013 00:00
1310,"iwantasecondchancewithmyex.com",52,-1,1,1,128,368,18,03/10/2012 00:00,03/10/2012 00:00,"66.147.244.232","66.147.244.0","US","com",6,0,1,15/06/2012 00:00,19/10/2012 00:00
1311,"inviteu.com",87,-1,1,1,352,30250,15946,28/04/2009 00:00,10/08/2013 00:00,"69.43.161.174","69.43.161.0","US","com",15,8,1,02/09/2009 00:00,02/09/2009 00:00
1312,"inticeinc.com",27,-1,1,1,135,168,101,20/05/2012 00:00,10/08/2013 00:00,"50.63.80.1","50.63.80.0","US","com",15,6,1,27/07/2013 00:00,27/07/2013 00:00
1313,"internetcoachingclub.com",2,-1,1,1,14,133543,125276,11/01/2009 00:00,11/12/2009 00:00,"173.192.120.32","173.192.120.0","US","com",4,1,1,25/10/2009 00:00,25/10/2009 00:00
1314,"internationalmooorings.com",30,-1,1,1,204,244969,154921,19/07/2008 00:00,25/07/2010 00:00,"208.73.211.208","208.73.211.0","US","com",0,0,1,26/07/2009 00:00,26/07/2009 00:00
1315,"interfetch.com",0,-1,1,1,0,75206,75206,08/06/2008 00:00,10/08/2013 00:00,"208.109.116.84","208.109.116.0","US","com",0,0,1,21/11/2011 00:00,21/11/2011 00:00
1316,"riseupandgo.com",1950,-1,1,1,10844,28018,25128,25/10/2010 00:00,10/08/2013 00:00,"208.113.155.101","208.113.155.0","US","com",27,2,1,12/07/2013 00:00,12/07/2013 00:00
1317,"hostmycraft.com",170,-1,1,1,686,38663,14394,20/06/2012 00:00,10/08/2013 00:00,"199.16.153.133","199.16.153.0","CA","com",18,1,1,25/04/2013 00:00,02/08/2013 00:00
1318,"righttosay.com",1882,-1,1,1,28525,16635,12262,16/04/2011 00:00,10/08/2013 00:00,"206.214.218.138","206.214.218.0","US","com",30,2,1,06/08/2013 00:00,06/08/2013 00:00
1319,"rexaonline.com",85,-1,1,1,419,3003,1627,10/07/2010 00:00,16/07/2013 00:00,"202.90.194.173","202.90.194.0","ID","com",7,0,1,18/12/2011 00:00,18/12/2011 00:00
1320,"mom-reviewed.com",3038,-1,1,1,30417,155758,31473,16/09/2010 00:00,17/01/2013 00:00,"69.89.31.74","69.89.31.0","US","com",17,1,1,01/02/2012 00:00,01/02/2012 00:00
1321,"modelkot.com",4194,-1,1,1,189337,2345550,635328,10/06/2009 00:00,26/06/2013 00:00,"188.92.75.57","188.92.75.0","LV","com",17,8,1,27/05/2010 00:00,27/05/2010 00:00
1322,"mobileteb.com",3143,-1,1,1,903866,562261,143794,14/11/2010 00:00,10/08/2013 00:00,"67.222.139.10","67.222.139.0","US","com",48,5,1,29/08/2012 00:00,25/05/2013 00:00
1323,"mkforums.com",5246,-1,1,1,53218,329774,36426,22/12/2011 00:00,06/07/2012 00:00,"208.91.197.13","208.91.197.0","UK","com",18,4,1,14/05/2012 00:00,14/05/2012 00:00
1324,"omarwireless.com",41,-1,1,1,113,418,254,27/08/2010 00:00,10/08/2013 00:00,"184.168.192.41","184.168.192.0","US","com",7,0,1,16/12/2011 00:00,16/12/2011 00:00
1325,"mixxmark.com",862,-1,1,1,6118,113319,39921,07/07/2010 00:00,23/07/2013 00:00,"69.43.161.177","69.43.161.0","US","com",18,1,1,13/11/2011 00:00,13/11/2011 00:00
1326,"omeueverest.com",826,-1,1,1,28597,16051,1088,13/01/2008 00:00,10/08/2013 00:00,"187.1.133.32","187.1.133.0","BR","com",15,7,1,02/05/2012 00:00,02/05/2012 00:00
1327,"mistisymakeup.com",223,-1,1,1,2664,15906,15099,06/09/2008 00:00,10/08/2013 00:00,"184.170.145.235","184.170.145.0","US","com",21,3,1,03/03/2012 00:00,03/03/2012 00:00
1328,"miperroovejeroaleman.com",3629,-1,1,1,78257,64059,26513,11/01/2008 00:00,25/12/2012 00:00,"63.247.85.66","63.247.85.0","US","com",11,18,1,03/06/2012 00:00,03/06/2012 00:00
1329,"obnovi-forum.com",1363,-1,1,1,175062,330339,89430,01/04/2010 00:00,10/08/2013 00:00,"91.235.128.19","91.235.128.0","UA","com",28,8,1,15/12/2011 00:00,15/12/2011 00:00
1330,"online4best.com",4765,-1,1,1,162138,15429,2776,13/06/2008 00:00,20/01/2013 00:00,"184.172.168.37","184.172.168.0","US","com",8,0,1,22/07/2012 00:00,17/01/2013 00:00
1331,"migrentedavisi.com",32,-1,1,1,59,2039,1804,28/02/2011 00:00,08/08/2013 00:00,"37.77.3.254","37.77.3.0","TR","com",9,0,1,25/11/2011 00:00,25/11/2011 00:00
1332,"microfollicularhairtransplantation.com",2,-1,1,1,3,175117,154661,12/12/2008 00:00,15/11/2009 00:00,"208.73.210.165","208.73.210.0","US","com",0,0,1,16/04/2009 00:00,16/04/2009 00:00
1333,"metrolexusparts.com",69,-1,1,1,278,337,45,01/02/2008 00:00,25/09/2012 00:00,"108.167.153.40","108.167.153.0","US","com",4,0,1,04/04/2008 00:00,04/04/2008 00:00
1334,"mercanciahispana.com",0,-1,1,1,0,117906,108694,21/12/2008 00:00,10/11/2009 00:00,"","","","com",0,0,1,01/10/2009 00:00,01/10/2009 00:00
1335,"orthopedicphysician.com",2,-1,1,1,2,136349,119725,23/02/2009 00:00,18/01/2013 00:00,"82.98.86.170","82.98.86.0","DE","com",0,0,1,03/09/2009 00:00,03/09/2009 00:00
1336,"palmtri.com",3236,-1,1,1,115204,192458,58918,28/11/2010 00:00,09/08/2013 00:00,"129.121.134.199","129.121.134.0","US","com",24,4,1,05/12/2011 00:00,05/12/2011 00:00
1337,"panamacitycommercialproperties.com",578,-1,1,1,3264,7139,5827,11/02/2010 00:00,28/07/2013 00:00,"174.132.156.188","174.132.156.0","US","com",11,14,1,18/03/2013 00:00,18/03/2013 00:00
1338,"medicalmarijuanamassachusetts.com",229,-1,1,1,1535,5193,4643,28/02/2013 00:00,10/08/2013 00:00,"50.63.120.1","50.63.120.0","US","com",23,2,1,07/05/2013 00:00,29/07/2013 00:00
1339,"pardisfun.com",568,-1,1,1,23909,3059908,359897,02/10/2008 00:00,14/07/2011 00:00,"69.43.161.179","69.43.161.0","US","com",10,8,1,25/09/2010 00:00,25/09/2010 00:00
1340,"minimusopus.com",128,-1,1,1,578,6644,897,28/05/2008 00:00,01/08/2013 00:00,"46.105.111.116","46.105.111.0","FR","com",11,0,1,01/08/2012 00:00,01/08/2012 00:00
1341,"meandbadminton.com",87,-1,1,1,436,81,41,20/06/2012 00:00,11/01/2013 00:00,"74.220.199.6","74.220.199.0","US","com",7,0,1,21/06/2012 00:00,21/06/2012 00:00
1342,"mooad3.com",237,-1,1,1,2081,49124,12068,05/12/2011 00:00,23/09/2012 00:00,"69.43.161.167","69.43.161.0","US","com",16,0,1,02/05/2012 00:00,02/05/2012 00:00
1343,"northdakotaministers.com",0,-1,1,1,0,6033,6022,20/03/2009 00:00,25/10/2009 00:00,"","","","com",0,0,1,25/10/2009 00:00,25/10/2009 00:00
1344,"nationalcarinsurancediscounts.com",0,-1,1,1,0,78297,75848,16/03/2009 00:00,13/11/2009 00:00,"","","","com",0,0,1,18/09/2009 00:00,18/09/2009 00:00
1345,"nattimes.com",80,-1,1,1,150,23764,22501,18/06/2009 00:00,11/06/2013 00:00,"210.157.1.134","210.157.1.0","JP","com",8,13,1,19/08/2009 00:00,19/08/2009 00:00
1346,"neklawysoft.com",3814,-1,1,1,31350,109354,40943,22/11/2008 00:00,10/08/2013 00:00,"209.217.225.131","209.217.225.0","US","com",17,3,1,01/04/2013 00:00,01/04/2013 00:00
1347,"mydealerratings.com",45,-1,1,1,110044,62550,15607,20/06/2012 00:00,10/08/2013 00:00,"192.217.122.8","192.217.122.0","US","com",27,9,1,25/07/2013 00:00,25/07/2013 00:00
1348,"mycustomdata.com",1517,-1,1,1,10946,51514,22906,05/08/2008 00:00,10/08/2013 00:00,"66.116.171.54","66.116.171.0","US","com",29,19,1,30/07/2012 00:00,25/05/2013 00:00
1349,"nevada-companies.com",25,-1,1,1,74,83185,56491,06/01/2011 00:00,10/08/2013 00:00,"176.9.37.139","176.9.37.0","DE","com",6,0,1,29/03/2013 00:00,04/05/2013 00:00
1350,"nevadaautodirectory.com",15,-1,1,1,19,579,208,17/02/2008 00:00,24/02/2009 00:00,"92.42.70.10","92.42.70.0","NO","com",0,0,1,17/02/2008 00:00,17/02/2008 00:00
1351,"nevadacareers.com",5,-1,1,1,32,144390,11834,13/02/2011 00:00,10/08/2013 00:00,"173.212.56.184","173.212.56.0","US","com",0,0,1,08/04/2011 00:00,08/04/2011 00:00
1352,"nevadaface.com",3,-1,1,1,4,27955,12022,12/03/2013 00:00,31/07/2013 00:00,"108.167.174.46","108.167.174.0","US","com",0,0,1,10/03/2013 00:00,07/07/2013 00:00
1353,"mooringworld.com",0,-1,1,1,0,180287,180287,08/07/2008 00:00,19/08/2009 00:00,"","","","com",0,0,1,27/07/2009 00:00,27/07/2009 00:00
1354,"myautopass.com",149,-1,1,1,31515,22507,20246,14/12/2011 00:00,10/08/2013 00:00,"173.214.160.227","173.214.160.0","US","com",25,23,1,30/03/2013 00:00,30/03/2013 00:00
1355,"newsassociates.com",1340,-1,1,1,4810,408,311,13/02/2008 00:00,10/08/2013 00:00,"38.113.1.157","38.113.1.0","US","com",11,10,1,03/03/2008 00:00,04/07/2013 00:00
1356,"newspapercritics.com",214,-1,1,1,3332,32168,22756,09/12/2010 00:00,26/06/2012 00:00,"208.73.211.152","208.73.211.0","US","com",7,1,1,13/06/2012 00:00,13/06/2012 00:00
1357,"newyorkchilddoctors.com",0,-1,1,1,0,38296,16107,21/12/2008 00:00,03/07/2009 00:00,"208.99.66.34","208.99.66.0","US","com",0,0,1,07/05/2009 00:00,07/05/2009 00:00
1358,"newyorkmachineshop.com",0,-1,1,1,0,249088,249088,14/05/2010 00:00,27/10/2010 00:00,"207.55.250.66","207.55.250.0","US","com",0,0,1,24/10/2010 00:00,24/10/2010 00:00
1359,"nightroyale.com",534,-1,1,1,3120,5020,3799,23/05/2010 00:00,10/08/2013 00:00,"195.110.124.133","195.110.124.0","IT","com",26,6,1,05/12/2011 00:00,05/12/2011 00:00
1360,"nissancarauction.com",33,-1,1,1,376,3760,2151,20/02/2010 00:00,27/07/2013 00:00,"66.147.244.58","66.147.244.0","US","com",8,0,1,10/06/2011 00:00,10/06/2011 00:00
1361,"nodepositcasinosbonuses.com",1466,-1,1,1,10826,406,372,03/10/2012 00:00,10/08/2013 00:00,"173.201.25.49","173.201.25.0","US","com",16,2,1,07/08/2012 00:00,07/08/2012 00:00
1362,"noisearch.com",1641,-1,1,1,32861,1731004,157765,21/03/2010 00:00,12/02/2013 00:00,"82.98.86.179","82.98.86.0","DE","com",13,2,1,29/12/2011 00:00,19/01/2012 00:00
1363,"northbayvillagelaw.com",3,-1,1,1,4,135264,120479,13/12/2008 00:00,31/01/2013 00:00,"82.98.86.179","82.98.86.0","DE","com",0,0,1,25/10/2009 00:00,25/10/2009 00:00
1364,"newethiopian.com",2442,-1,1,1,119035,105808,29017,28/10/2010 00:00,10/08/2013 00:00,"184.168.221.90","184.168.221.0","US","com",21,2,1,16/11/2011 00:00,16/11/2011 00:00
1365,"partysuppliesgiftsandvouchers.com",13,-1,1,1,1746,6940,5001,13/04/2011 00:00,03/04/2012 00:00,"62.157.140.133","62.157.140.0","DE","com",0,0,1,28/04/2011 00:00,28/04/2011 00:00
1366,"maygreenhouse.com",47,-1,1,1,735,893,222,30/06/2013 00:00,10/08/2013 00:00,"173.236.234.31","173.236.234.0","US","com",9,1,1,03/11/2012 00:00,30/06/2013 00:00
1367,"penthousebelfast.com",25,-1,1,1,35,370084,370084,25/04/2009 00:00,10/02/2013 00:00,"82.98.86.178","82.98.86.0","DE","com",0,0,1,25/12/2011 00:00,25/12/2011 00:00
1368,"lowonganbaru.com",933,-1,1,1,20722,1594198,390821,19/02/2009 00:00,24/04/2013 00:00,"174.120.83.222","174.120.83.0","US","com",7,0,1,29/04/2010 00:00,29/04/2010 00:00
1369,"puntositio.com",1023,-1,1,1,123248,169544,90865,08/03/2008 00:00,21/01/2013 00:00,"190.228.29.81","190.228.29.0","AR","com",11,10,1,13/06/2012 00:00,13/06/2012 00:00
1370,"quadtk.com",411,-1,1,1,3577,4397,1422,25/02/2010 00:00,10/08/2013 00:00,"200.234.196.115","200.234.196.0","BR","com",14,1,1,14/07/2012 00:00,14/07/2012 00:00
1371,"losmejoresgatos.com",0,-1,1,1,0,78997,69131,21/03/2009 00:00,21/12/2012 00:00,"67.215.66.132","67.215.66.0","US","com",0,0,1,28/08/2009 00:00,28/08/2009 00:00
1372,"localwineevents-sp.com",24,-1,1,1,49,118627,98488,09/04/2008 00:00,03/08/2009 00:00,"","","","com",4,2,1,19/12/2008 00:00,19/12/2008 00:00
1373,"rainydaysuperstar.com",422,-1,1,1,2709,665,468,01/11/2011 00:00,12/06/2013 00:00,"74.55.211.77","74.55.211.0","US","com",9,9,1,05/01/2012 00:00,02/06/2012 00:00
1374,"rallyegolfmuseum.com",105,-1,1,1,543,671,340,18/02/2011 00:00,10/08/2013 00:00,"85.214.62.137","85.214.62.0","DE","com",8,1,1,29/11/2011 00:00,14/03/2012 00:00
1375,"rap-dome.com",1449,-1,1,1,16259,144026,47414,13/01/2008 00:00,23/02/2013 00:00,"69.175.104.50","69.175.104.0","US","com",11,9,1,05/09/2012 00:00,05/09/2012 00:00
1376,"loanpaydaylender.com",12,-1,1,1,19,3223,1467,14/02/2011 00:00,10/08/2013 00:00,"83.170.69.53","83.170.69.0","UK","com",0,0,1,05/12/2011 00:00,05/12/2011 00:00
1377,"proventura.com",164,-1,1,1,904211,485146,48775,12/01/2008 00:00,11/02/2013 00:00,"213.239.206.91","213.239.206.0","DE","com",4,0,1,18/10/2011 00:00,02/12/2011 00:00
1378,"realistika.com",1483,-1,1,1,59527,125885,40069,12/02/2008 00:00,10/08/2013 00:00,"91.196.136.10","91.196.136.0","RU","com",27,7,1,25/05/2013 00:00,25/05/2013 00:00
1379,"linearea.com",97,-1,1,1,351,36125,27906,16/01/2008 00:00,08/12/2011 00:00,"107.20.206.69","107.20.206.0","US","com",0,0,1,29/05/2008 00:00,29/05/2008 00:00
1380,"lexusreports.com",967,-1,1,1,1664455,43235,19399,14/05/2009 00:00,17/07/2013 00:00,"198.101.191.210","198.101.191.0","US","com",9,15,1,22/10/2009 00:00,22/10/2009 00:00
1381,"rentaacapulco.com",2,-1,1,1,3,116653,107254,08/03/2009 00:00,07/08/2013 00:00,"","","","com",4,0,1,20/08/2009 00:00,20/08/2009 00:00
1382,"lexusofhenderson.com",57,-1,1,1,350,3714,2799,11/11/2010 00:00,09/08/2013 00:00,"216.241.219.154","216.241.219.0","US","com",16,14,1,25/02/2009 00:00,25/02/2009 00:00
1383,"lexuslv.com",0,-1,1,1,0,1,1,16/07/2013 00:00,,"216.241.219.102","216.241.219.0","US","com",0,0,1,11/10/2008 00:00,16/07/2013 00:00
1384,"revesdacier.com",11424,-1,1,1,80488,132496,55614,12/01/2008 00:00,10/08/2013 00:00,"88.190.253.248","88.190.253.0","FR","com",37,14,1,11/04/2012 00:00,11/04/2012 00:00
1385,"lexusespanol.com",321,-1,1,1,1402,2012,1766,16/01/2008 00:00,11/03/2009 00:00,"165.254.94.136","165.254.94.0","US","com",7,4,1,17/02/2008 00:00,17/02/2008 00:00
1386,"reviewofcar.com",439,-1,1,1,34502,185144,114976,22/02/2013 00:00,10/08/2013 00:00,"31.22.4.3","31.22.4.0","UK","com",33,11,1,12/06/2013 00:00,12/06/2013 00:00
1387,"reviiew.com",8458,-1,1,1,768004,1454809,188997,23/01/2011 00:00,10/08/2013 00:00,"173.229.1.166","173.229.1.0","US","com",49,11,1,14/06/2012 00:00,14/06/2012 00:00
1388,"livematurezone.com",4267,-1,1,1,46941,9522,7810,14/02/2008 00:00,10/08/2013 00:00,"74.117.176.18","74.117.176.0","US","com",20,2,1,30/06/2012 00:00,30/06/2012 00:00
1389,"luizpicanco.com",257,-1,1,1,6688,19905,5373,19/12/2008 00:00,07/08/2013 00:00,"141.101.117.137","141.101.117.0","EU","com",21,10,1,26/11/2011 00:00,26/11/2011 00:00
1390,"propertywexford.com",6,-1,1,1,306,599516,599515,22/12/2008 00:00,10/08/2013 00:00,"208.87.35.103","208.87.35.0","BS","com",0,0,1,25/09/2010 00:00,25/09/2010 00:00
1391,"vinafat.vn",653,-1,1,1,90308,31093,20281,22/02/2013 00:00,10/08/2013 00:00,"125.253.119.16","125.253.119.0","VN","vn",34,3,1,05/08/2013 00:00,05/08/2013 00:00
1392,"maxautonetwork.com",355,-1,1,1,36890,7032,5111,04/02/2008 00:00,09/08/2013 00:00,"184.168.221.82","184.168.221.0","US","com",28,7,1,06/01/2011 00:00,23/02/2013 00:00
1393,"pestermom.com",18046,-1,1,1,315799,320940,158844,24/01/2008 00:00,10/08/2013 00:00,"69.163.248.77","69.163.248.0","US","com",31,28,1,28/12/2012 00:00,28/12/2012 00:00
1394,"petfashionweeksp.com",176,-1,1,1,55087,1102,800,31/03/2010 00:00,09/08/2013 00:00,"37.222.157.48","37.222.157.0","NL","com",15,7,1,03/12/2011 00:00,08/12/2011 00:00
1395,"matissemarketing.com",14,-1,1,1,20,1078808,1078808,06/10/2009 00:00,03/08/2013 00:00,"91.210.235.70","91.210.235.0","IE","com",0,0,1,26/10/2011 00:00,26/10/2011 00:00
1396,"pinecrestcpa.com",17,-1,1,1,1313,2256,1574,15/04/2011 00:00,16/07/2013 00:00,"72.167.232.196","72.167.232.0","US","com",8,0,1,06/09/2012 00:00,04/03/2013 00:00
1397,"plevenonline.com",998,-1,1,1,3807,428120,130830,24/08/2010 00:00,10/08/2013 00:00,"78.128.62.240","78.128.62.0","BG","com",10,18,1,14/08/2012 00:00,14/08/2012 00:00
1398,"matickos.com",682,-1,1,1,5175,31527,12667,17/01/2008 00:00,10/08/2013 00:00,"69.89.22.108","69.89.22.0","US","com",21,8,1,30/07/2012 00:00,25/05/2013 00:00
1399,"pokersintra.com",1203,-1,1,1,7272,51562,18896,23/07/2008 00:00,11/06/2013 00:00,"74.209.214.6","74.209.214.0","US","com",23,2,1,07/08/2012 00:00,07/08/2012 00:00
1400,"polooutletstorer.com",395,-1,1,1,3182,552,229,09/10/2012 00:00,10/08/2013 00:00,"64.90.54.210","64.90.54.0","US","com",13,0,1,21/06/2012 00:00,21/06/2012 00:00
1401,"porntug.com",50,-1,1,1,1777,23743,20889,14/10/2008 00:00,08/07/2013 00:00,"81.200.64.50","81.200.64.0","UK","com",5,0,1,13/12/2008 00:00,13/12/2008 00:00
1402,"portaldescargadirecta.com",9365,-1,1,1,98423,326194,92481,29/11/2010 00:00,10/08/2013 00:00,"188.121.55.1","188.121.55.0","NL","com",38,18,1,05/09/2012 00:00,05/09/2012 00:00
1403,"masistvucutcu.com",14893,-1,1,1,118009,188924,82850,16/08/2008 00:00,10/08/2013 00:00,"94.199.206.45","94.199.206.0","TR","com",27,3,1,07/01/2012 00:00,29/06/2013 00:00
1404,"make-money-online-forum.com",18065,-1,1,1,178598,211410,62386,12/10/2009 00:00,20/05/2013 00:00,"8.5.1.42","8.5.1.0","US","com",16,3,1,21/12/2011 00:00,21/12/2011 00:00
1405,"maerachol.com",19,-1,1,1,64,33,31,07/12/2010 00:00,17/05/2011 00:00,"209.141.49.196","209.141.49.0","US","com",6,4,1,29/11/2011 00:00,31/01/2012 00:00
1406,"profitbyarticle.com",8247,-1,1,1,264916,106904,23353,19/04/2011 00:00,01/03/2013 00:00,"23.23.210.22","23.23.210.0","US","com",19,7,1,08/12/2011 00:00,08/12/2011 00:00
1407,"propertyblackburn.com",22,-1,1,1,6514,543997,543997,05/07/2009 00:00,10/07/2013 00:00,"202.218.172.59","202.218.172.0","JP","com",0,0,1,28/05/2010 00:00,28/05/2010 00:00
1408,"propertybrighton.com",15,-1,1,1,24,551787,551787,29/09/2008 00:00,28/12/2012 00:00,"82.98.86.172","82.98.86.0","DE","com",0,0,1,26/10/2010 00:00,26/10/2010 00:00
1409,"m-o-n-ey.com",3135,-1,1,1,68104,332730,50387,23/01/2011 00:00,07/08/2013 00:00,"27.254.40.72","27.254.40.0","TH","com",17,3,1,20/11/2011 00:00,20/11/2011 00:00
1410,"propertygloucester.com",347,-1,1,1,7023535,993235,443238,24/08/2009 00:00,03/06/2011 00:00,"82.98.86.172","82.98.86.0","DE","com",5,0,1,27/05/2010 00:00,27/05/2010 00:00
1411,"propertykent.com",22,-1,1,1,1660,844259,844259,21/06/2009 00:00,22/07/2013 00:00,"82.98.86.172","82.98.86.0","DE","com",0,0,1,29/05/2010 00:00,29/05/2010 00:00
1412,"lvsun.com",978,-1,1,1,179500,42118,27465,31/05/2010 00:00,08/08/2013 00:00,"93.170.92.24","93.170.92.0","NL","com",17,25,1,19/08/2011 00:00,12/08/2012 00:00
1413,"lexuscarsreviews.com",0,-1,1,1,0,48472,48471,22/02/2013 00:00,10/08/2013 00:00,"176.9.143.229","176.9.143.0","DE","com",0,0,1,29/03/2013 00:00,29/03/2013 00:00
1414,"chillout101.com",11383,-1,1,1,103695,1031761,125031,26/03/2008 00:00,01/08/2013 00:00,"216.172.174.134","216.172.174.0","US","com",24,10,1,28/12/2011 00:00,22/09/2012 00:00
1415,"homebrewps3.com",255,-1,1,1,7017,5807,2983,07/04/2011 00:00,14/12/2011 00:00,"74.208.159.70","74.208.159.0","US","com",10,1,1,19/11/2011 00:00,19/11/2011 00:00
1416,"usarealtyguide.com",29,-1,1,1,67,145924,127323,29/12/2008 00:00,09/08/2013 00:00,"72.21.215.82","72.21.215.0","US","com",13,5,1,22/08/2009 00:00,22/08/2009 00:00
1417,"bohras.info",327,-1,1,1,266609,855533,105948,23/02/2010 00:00,26/01/2013 00:00,"184.168.221.12","184.168.221.0","US","info",7,1,1,21/04/2010 00:00,21/04/2010 00:00
1418,"buckycovingtonmusic.info",2,-1,1,1,3,8423,8407,28/04/2009 00:00,02/02/2010 00:00,"199.101.28.20","199.101.28.0","US","info",4,0,1,05/08/2009 00:00,05/08/2009 00:00
1419,"buying-inventory.info",1,-1,1,1,1,147815,135772,28/03/2009 00:00,10/11/2009 00:00,"","","","info",0,0,1,15/09/2009 00:00,15/09/2009 00:00
1420,"dojonami.com",8601,-1,1,1,50176,25144,5037,12/03/2008 00:00,07/08/2013 00:00,"62.149.140.102","62.149.140.0","IT","com",18,12,1,13/01/2012 00:00,13/01/2012 00:00
1421,"conflexure.info",99,-1,1,1,105102,69084,14734,10/08/2008 00:00,28/04/2009 00:00,"62.157.140.133","62.157.140.0","DE","info",0,0,1,30/11/2008 00:00,30/11/2008 00:00
1422,"dealersitenow.info",305,-1,1,1,41281,3229,2159,24/03/2008 00:00,31/10/2008 00:00,"81.169.145.162","81.169.145.0","DE","info",7,0,1,03/05/2008 00:00,03/05/2008 00:00
1423,"doisongviet.info",2256,-1,1,1,16578,117068,30068,07/11/2011 00:00,10/08/2013 00:00,"208.87.35.103","208.87.35.0","BS","info",21,1,1,26/03/2012 00:00,26/03/2012 00:00
1424,"discoenfants.com",3745,-1,1,1,28966,16451,4174,21/03/2008 00:00,10/08/2013 00:00,"178.33.161.109","178.33.161.0","ES","com",31,4,1,22/12/2011 00:00,22/12/2011 00:00
1425,"drivelinks.info",424,-1,1,1,1879,24274,9822,09/12/2011 00:00,09/08/2013 00:00,"208.87.34.15","208.87.34.0","BS","info",18,6,1,14/08/2012 00:00,14/08/2012 00:00
1426,"donaghmede.com",10,-1,1,1,13,751319,751319,08/10/2009 00:00,12/02/2013 00:00,"82.98.86.163","82.98.86.0","DE","com",0,0,1,15/10/2010 00:00,15/10/2010 00:00
1427,"egagtrom.info",184,-1,1,1,4302,31867,16703,30/08/2010 00:00,05/06/2013 00:00,"174.37.52.102","174.37.52.0","US","info",5,0,1,23/11/2010 00:00,13/08/2012 00:00
1428,"denveresusu.com",734,-1,1,1,4051,65502,17656,31/07/2012 00:00,22/07/2013 00:00,"74.54.57.146","74.54.57.0","US","com",20,2,1,11/07/2013 00:00,11/07/2013 00:00
1429,"deffaudio.com",7141,-1,1,1,53132,238424,114702,13/02/2008 00:00,10/08/2013 00:00,"50.23.244.114","50.23.244.0","US","com",24,10,1,08/12/2011 00:00,08/12/2011 00:00
1430,"forumowisko.info",6518,-1,1,1,112517,60667,25493,31/03/2009 00:00,22/03/2013 00:00,"208.91.197.104","208.91.197.0","UK","info",23,3,1,27/08/2012 00:00,19/10/2012 00:00
1431,"dealerresearch.com",26,-1,1,1,387,98699,72814,06/06/2010 00:00,08/05/2012 00:00,"216.92.21.128","216.92.21.0","US","com",4,0,1,17/07/2010 00:00,06/05/2012 00:00
1432,"dealergroove.com",0,-1,1,1,0,27,26,15/07/2013 00:00,07/08/2013 00:00,"","","","com",0,0,1,28/07/2013 00:00,28/07/2013 00:00
1433,"datenightsydney.com",0,-1,1,1,0,8528,7410,09/05/2009 00:00,16/07/2013 00:00,"72.233.2.58","72.233.2.0","US","com",0,0,1,16/10/2009 00:00,16/10/2009 00:00
1434,"datenightmelbourne.com",0,-1,1,1,0,8207,6980,20/03/2009 00:00,16/07/2013 00:00,"184.168.221.60","184.168.221.0","US","com",0,0,1,29/09/2009 00:00,29/09/2009 00:00
1435,"dashingnt.com",232,-1,1,1,1185,13849,3640,10/04/2008 00:00,21/12/2011 00:00,"50.6.7.22","50.6.7.0","US","com",9,0,1,21/12/2011 00:00,21/12/2011 00:00
1436,"german-tv-online.info",50,-1,1,1,79010,595910,133151,17/05/2010 00:00,03/01/2011 00:00,"58.84.228.131","58.84.228.0","NZ","info",11,5,1,08/10/2010 00:00,08/10/2010 00:00
1437,"elektrobesten.info",0,-1,1,1,0,4069,3579,01/03/2013 00:00,11/03/2013 00:00,"50.116.64.176","50.116.64.0","US","info",0,0,1,09/03/2013 00:00,09/03/2013 00:00
1438,"dailysiam.com",1166,-1,1,1,9495,8216,1316,17/04/2011 00:00,08/02/2013 00:00,"198.58.85.56","198.58.85.0","US","com",10,2,1,27/11/2011 00:00,27/11/2011 00:00
1439,"bestpricesale.info",182,-1,1,1,1547,4385,4216,27/02/2013 00:00,10/08/2013 00:00,"67.20.75.41","67.20.75.0","US","info",29,4,1,14/05/2012 00:00,14/05/2012 00:00
1440,"dotian.com",5064,-1,1,1,23270,161072,59909,06/02/2008 00:00,10/08/2013 00:00,"206.72.192.148","206.72.192.0","US","com",24,9,1,10/03/2013 00:00,10/03/2013 00:00
1441,"gasta.eu",307,-1,1,1,617030,1492725,1492725,21/01/2008 00:00,07/08/2013 00:00,"91.210.235.70","91.210.235.0","IE","eu",0,0,1,04/04/2010 00:00,04/04/2010 00:00
