"Position","Domain","RefDomains","AlexaRank","Matches","MatchedLinks","ExtBackLinks","IndexedURLs","CrawledURLs","FirstCrawled","LastSuccessfulCrawl","IP","SubNet","CountryCode","TLD","CitationFlow","TrustFlow","BackLinks_homeairlv.com","FirstLinkDate_homeairlv.com","LastLinkDate_homeairlv.com"
1267,"tempest-legends.eu",3653,-1,1,1,12901,16094,10159,04/09/2008 00:00,09/08/2013 00:00,"87.230.5.235","87.230.5.0","DE","eu",13,1,1,29/04/2011 00:00,13/05/2011 00:00
1268,"miehentyyli.fi",47994,-1,1,1,1736268,1241018,298749,16/06/2008 00:00,10/08/2013 00:00,"67.159.44.93","67.159.44.0","US","fi",23,6,1,08/10/2011 00:00,08/10/2011 00:00
1269,"suojarvi.fi",345,-1,1,1,1262,12475,3996,24/01/2008 00:00,31/07/2013 00:00,"85.13.248.54","85.13.248.0","UK","fi",17,9,1,18/06/2012 00:00,18/06/2012 00:00
1270,"vava.fi",7531,-1,1,1,35536,24946,10678,19/02/2008 00:00,10/08/2013 00:00,"89.166.50.90","89.166.50.0","FI","fi",18,2,1,14/11/2011 00:00,14/11/2011 00:00
1271,"bensun.fr",4012,-1,1,1,15682,6465,3355,18/04/2010 00:00,10/08/2013 00:00,"213.186.33.18","213.186.33.0","FR","fr",16,8,1,04/06/2011 00:00,04/06/2011 00:00
1272,"contre-attaque.fr",4112,-1,1,1,14667,25895,19156,21/04/2008 00:00,10/08/2013 00:00,"80.247.228.107","80.247.228.0","FR","fr",19,1,1,13/06/2011 00:00,13/06/2011 00:00
1273,"spacegeek.fr",2851,-1,1,1,23021,8376,3945,26/10/2009 00:00,09/08/2013 00:00,"213.186.33.87","213.186.33.0","FR","fr",19,12,1,25/04/2011 00:00,25/04/2011 00:00
1274,"happy.ge",20292,-1,1,1,702553,542568,189458,24/01/2008 00:00,10/08/2013 00:00,"212.58.108.218","212.58.108.0","GE","ge",27,12,1,26/12/2012 00:00,26/12/2012 00:00
1275,"opcmagazine.gr",9731,-1,1,1,111327,25754,11366,28/01/2008 00:00,10/08/2013 00:00,"184.107.48.69","184.107.48.0","CA","gr",21,1,1,08/06/2011 00:00,03/01/2012 00:00
1276,"mea.org.hk",6117,-1,1,1,22581,55790,36612,21/05/2010 00:00,10/08/2013 00:00,"137.189.151.6","137.189.151.0","HK","hk",29,26,1,01/06/2011 00:00,01/06/2011 00:00
1277,"7v.hu",2989,-1,1,1,9556,7416,3586,03/10/2009 00:00,26/06/2012 00:00,"87.229.73.27","87.229.73.0","HU","hu",12,1,1,01/06/2011 00:00,01/06/2011 00:00
1278,"flawon.eu",2203,-1,1,1,49606,39830,25212,06/06/2008 00:00,10/08/2013 00:00,"77.55.77.40","77.55.77.0","PL","eu",29,21,1,25/04/2011 00:00,25/04/2011 00:00
1279,"arkhor.hu",4991,-1,1,1,50121,170781,27760,14/07/2008 00:00,07/08/2013 00:00,"193.142.214.5","193.142.214.0","HU","hu",17,9,1,24/12/2011 00:00,24/12/2011 00:00
1280,"suli.hu",16017,-1,1,1,770791,413340,195817,28/01/2008 00:00,10/08/2013 00:00,"77.95.250.10","77.95.250.0","NL","hu",30,19,1,06/12/2011 00:00,06/12/2011 00:00
1281,"educationmatters.ie",12857,-1,1,1,91327,29807,14824,25/01/2008 00:00,10/08/2013 00:00,"78.137.164.59","78.137.164.0","IE","ie",30,19,1,18/06/2012 00:00,18/06/2012 00:00
1282,"semcc.ie",5948,-1,1,1,25478,10896,4342,05/03/2009 00:00,07/08/2013 00:00,"81.17.241.90","81.17.241.0","IE","ie",16,7,1,24/05/2011 00:00,24/05/2011 00:00
1283,"keren-zvi.co.il",8706,-1,1,1,97558,31159,12175,05/07/2008 00:00,10/08/2013 00:00,"80.179.238.195","80.179.238.0","IL","il",21,5,1,04/06/2011 00:00,04/06/2011 00:00
1284,"0786.in",398,-1,1,1,56255,77581,60658,05/12/2008 00:00,10/08/2013 00:00,"198.154.193.152","198.154.193.0","US","in",22,17,1,09/03/2013 00:00,09/03/2013 00:00
1285,"chaupal.co.in",1406,-1,1,1,6294,8992,2822,26/02/2009 00:00,04/09/2012 00:00,"182.18.128.105","182.18.128.0","IN","in",11,3,1,16/07/2011 00:00,13/08/2011 00:00
1286,"malapolska.in",153,-1,1,1,987,46149,30801,10/12/2008 00:00,07/04/2013 00:00,"198.58.93.40","198.58.93.0","US","in",6,2,1,18/07/2012 00:00,18/07/2012 00:00
1287,"rupeerewards.in",12066,-1,1,1,128318,54211,27625,31/10/2009 00:00,19/08/2012 00:00,"67.215.77.132","67.215.77.0","US","in",17,3,1,25/04/2011 00:00,23/05/2011 00:00
1288,"alledir.info",4984,-1,1,1,98457,1098385,98901,12/01/2011 00:00,09/08/2013 00:00,"96.44.185.74","96.44.185.0","US","info",21,5,1,19/07/2011 00:00,19/07/2011 00:00
1289,"avtobaby.info",13575,-1,1,1,320203,37418,18538,27/03/2008 00:00,10/08/2013 00:00,"93.125.99.20","93.125.99.0","BY","info",22,13,1,27/11/2011 00:00,27/11/2011 00:00
1290,"becomeawebmaster.info",15201,-1,1,1,187999,31236,18343,08/02/2010 00:00,31/07/2013 00:00,"68.178.254.181","68.178.254.0","US","info",19,1,1,19/05/2011 00:00,19/05/2011 00:00
1291,"bestpricesale.info",182,-1,1,1,1547,4385,4216,27/02/2013 00:00,10/08/2013 00:00,"67.20.75.41","67.20.75.0","US","info",29,4,1,14/05/2012 00:00,14/05/2012 00:00
1292,"biliardas.info",2725,-1,1,1,8241,11299,3237,08/08/2008 00:00,10/08/2013 00:00,"79.98.25.10","79.98.25.0","LT","info",23,20,1,10/05/2011 00:00,22/06/2011 00:00
1293,"rugby.hu",11016,-1,1,1,178842,124704,99571,05/02/2008 00:00,10/08/2013 00:00,"195.216.251.7","195.216.251.0","HU","hu",32,26,1,05/08/2011 00:00,30/05/2012 00:00
1294,"bohras.info",327,-1,1,1,266609,855533,105948,23/02/2010 00:00,26/01/2013 00:00,"184.168.221.12","184.168.221.0","US","info",7,1,1,21/04/2010 00:00,21/04/2010 00:00
1295,"darkrising.eu",13316,-1,1,1,108822,55752,20738,18/01/2010 00:00,10/08/2013 00:00,"188.93.150.34","188.93.150.0","NL","eu",23,6,1,25/07/2012 00:00,25/07/2012 00:00
1296,"mybb.es",7014,-1,1,1,65923,514698,42444,05/11/2010 00:00,09/08/2013 00:00,"82.98.86.173","82.98.86.0","DE","es",26,3,1,22/12/2011 00:00,22/12/2011 00:00
1297,"xboxmania.cz",2183,-1,1,1,49095,9320,5448,31/01/2008 00:00,25/07/2013 00:00,"46.28.105.60","46.28.105.0","CZ","cz",20,14,1,14/06/2011 00:00,28/07/2011 00:00
1298,"321projekt.de",6407,-1,1,1,114548,48021,32712,01/12/2010 00:00,02/07/2011 00:00,"80.237.133.18","80.237.133.0","DE","de",12,3,1,26/04/2011 00:00,26/04/2011 00:00
1299,"bauherren-nord.de",14029,-1,1,1,210969,284625,118077,30/11/2008 00:00,10/08/2013 00:00,"84.200.12.36","84.200.12.0","DE","de",29,3,1,07/08/2011 00:00,03/03/2012 00:00
1300,"blackcastle.de",1154,-1,1,1,7750,55914,31381,11/01/2008 00:00,10/08/2013 00:00,"85.13.158.2","85.13.158.0","DE","de",22,6,1,29/04/2011 00:00,29/04/2011 00:00
1301,"deutscher-fanclub.de",701,-1,1,1,6716,1806,833,22/05/2010 00:00,28/11/2012 00:00,"176.9.83.229","176.9.83.0","DE","de",22,9,1,20/07/2012 00:00,20/07/2012 00:00
1302,"dh95.de",7324,-1,1,1,84165,31357,9525,01/01/2010 00:00,08/08/2013 00:00,"46.30.211.50","46.30.211.0","DK","de",22,2,1,17/12/2011 00:00,17/12/2011 00:00
1303,"gratis-board.de",37140,-1,1,1,2009149,538107,281462,09/01/2008 00:00,10/08/2013 00:00,"94.23.144.10","94.23.144.0","NL","de",35,29,1,19/05/2011 00:00,01/07/2011 00:00
1304,"iran-fussball.de",8371,-1,1,1,54493,33506,17186,28/01/2008 00:00,10/08/2013 00:00,"85.25.140.98","85.25.140.0","DE","de",16,7,1,27/07/2011 00:00,21/04/2012 00:00
1305,"bronks.co.za",18092,-1,1,1,160764,37452,12624,28/12/2009 00:00,28/07/2013 00:00,"72.232.220.221","72.232.220.0","US","za",23,2,1,06/11/2011 00:00,06/11/2011 00:00
1306,"luftbildquiz.de",1743,-1,1,1,8121,41940,9418,19/11/2010 00:00,03/03/2012 00:00,"176.9.82.157","176.9.82.0","DE","de",12,6,1,18/02/2012 00:00,18/02/2012 00:00
1307,"morituri-clan.de",7524,-1,1,1,38311,12215,3607,10/10/2011 00:00,10/08/2013 00:00,"81.30.151.138","81.30.151.0","DE","de",11,4,1,16/11/2011 00:00,16/11/2011 00:00
1308,"peggy-pollow.de",90,-1,1,1,222,6316,2955,20/01/2008 00:00,08/08/2013 00:00,"87.238.192.105","87.238.192.0","DE","de",7,4,1,10/05/2011 00:00,10/05/2011 00:00
1309,"prog-net.de",41331,-1,1,1,2927348,401175,289147,09/12/2008 00:00,09/05/2011 00:00,"80.150.6.143","80.150.6.0","DE","de",20,2,1,28/06/2011 00:00,28/06/2011 00:00
1310,"bollywood-forum.eu",8000,-1,1,1,71670,262357,31258,29/08/2008 00:00,26/05/2013 00:00,"62.75.146.158","62.75.146.0","DE","eu",17,1,1,04/05/2011 00:00,29/07/2011 00:00
1311,"proggers4you.de",1859,-1,1,1,6230,3102,1619,28/10/2009 00:00,18/07/2013 00:00,"85.214.147.61","85.214.147.0","DE","de",12,11,1,24/05/2011 00:00,24/05/2011 00:00
1312,"szbinfo.de",7703,-1,1,1,74643,11463,4499,17/10/2008 00:00,10/08/2013 00:00,"81.169.145.163","81.169.145.0","DE","de",13,0,1,26/04/2011 00:00,26/04/2011 00:00
1313,"tc-walhai.de",3508,-1,1,1,20027,2245,880,24/10/2008 00:00,01/07/2012 00:00,"87.106.117.152","87.106.117.0","DE","de",16,3,1,30/05/2011 00:00,22/06/2012 00:00
1314,"tioz.de",7840,-1,1,1,53510,111104,48995,17/01/2008 00:00,10/08/2013 00:00,"46.252.31.206","46.252.31.0","DE","de",17,10,1,01/11/2011 00:00,01/11/2011 00:00
1315,"tos-loki.de",8007,-1,1,1,62150,23212,8587,14/03/2011 00:00,10/08/2013 00:00,"85.13.137.160","85.13.137.0","DE","de",26,2,1,10/10/2011 00:00,10/10/2011 00:00
1316,"travian-allianz.de",1841,-1,1,1,5242,2469,1332,13/04/2011 00:00,10/08/2013 00:00,"83.246.116.89","83.246.116.0","DE","de",21,0,1,01/06/2011 00:00,01/06/2011 00:00
1317,"ugroove.de",11059,-1,1,1,91378,46003,11932,24/10/2008 00:00,16/03/2012 00:00,"85.13.129.87","85.13.129.0","DE","de",12,4,1,14/06/2011 00:00,27/10/2011 00:00
1318,"zuluhed.de",11384,-1,1,1,85320,1323773,221717,29/01/2008 00:00,10/08/2013 00:00,"5.35.247.7","5.35.247.0","DE","de",11,3,1,25/04/2011 00:00,09/05/2011 00:00
1319,"mens-lounge.dk",13176,-1,1,1,135447,48111,16069,13/09/2009 00:00,28/04/2011 00:00,"141.138.215.183","141.138.215.0","UK","dk",14,2,1,01/06/2011 00:00,27/08/2011 00:00
1320,"patrickbentley.dk",183,-1,1,1,1104,1521,883,23/01/2008 00:00,10/08/2013 00:00,"46.30.211.50","46.30.211.0","DK","dk",14,16,1,25/07/2012 00:00,25/07/2012 00:00
1321,"solmarken.dk",5101,-1,1,1,56894,216027,56892,15/10/2009 00:00,10/08/2013 00:00,"212.97.132.178","212.97.132.0","DK","dk",38,5,1,25/07/2012 00:00,25/07/2012 00:00
1322,"stargateworld.dk",8645,-1,1,1,74108,12719,6570,07/01/2010 00:00,16/07/2013 00:00,"217.116.232.209","217.116.232.0","DK","dk",24,2,1,23/05/2011 00:00,23/05/2011 00:00
1323,"tarkehitaja.ee",4431,-1,1,1,28071,8184,4309,02/01/2011 00:00,27/04/2011 00:00,"194.204.43.158","194.204.43.0","EE","ee",10,0,1,23/06/2011 00:00,21/07/2011 00:00
1324,"goodvibrations.es",3906,-1,1,1,19269,4973,3328,21/11/2009 00:00,21/01/2013 00:00,"67.215.66.132","67.215.66.0","US","es",9,0,1,01/05/2011 00:00,01/05/2011 00:00
1325,"studentische-mitte.de",55401,-1,1,1,3260329,1787049,939310,31/03/2008 00:00,10/08/2013 00:00,"87.106.23.68","87.106.23.0","DE","de",32,5,1,11/06/2012 00:00,11/06/2012 00:00
1326,"whufc.cz",3590,-1,1,1,62984,10574,5432,10/10/2008 00:00,10/08/2013 00:00,"74.206.162.34","74.206.162.0","US","cz",21,9,1,26/04/2011 00:00,26/04/2011 00:00
1327,"contrivancestore.info",2,-1,1,1,3,23986,20812,08/03/2013 00:00,16/04/2013 00:00,"173.192.120.158","173.192.120.0","US","info",0,0,1,15/03/2013 00:00,15/03/2013 00:00
1328,"intkhabat.info",725,-1,1,1,11350,763718,195589,18/07/2010 00:00,20/07/2013 00:00,"208.87.35.103","208.87.35.0","BS","info",13,4,1,03/06/2012 00:00,10/06/2012 00:00
1329,"hey.ne.jp",27085,-1,1,1,370000,15414216,1095650,25/01/2008 00:00,10/08/2013 00:00,"202.210.173.103","202.210.173.0","JP","jp",34,22,1,10/05/2011 00:00,10/05/2011 00:00
1330,"room.ne.jp",58897,-1,1,1,1533771,461373,177393,27/01/2008 00:00,10/08/2013 00:00,"203.152.193.131","203.152.193.0","JP","jp",38,26,1,04/06/2011 00:00,04/06/2011 00:00
1331,"doomo.or.jp",4257,-1,1,1,143767,11357,5606,07/04/2008 00:00,10/08/2013 00:00,"49.212.107.174","49.212.107.0","JP","jp",15,15,1,26/05/2011 00:00,26/05/2011 00:00
1332,"mydo.or.jp",1179,-1,1,1,7877,4044,3015,09/08/2008 00:00,10/08/2013 00:00,"219.94.128.214","219.94.128.0","JP","jp",32,23,1,26/04/2011 00:00,26/04/2011 00:00
1333,"syuriya.jp",2216,-1,1,1,9494,152,120,14/03/2008 00:00,08/08/2013 00:00,"117.20.100.158","117.20.100.0","JP","jp",16,8,1,19/04/2011 00:00,19/04/2011 00:00
1334,"gobeauty.co.kr",72,-1,1,1,808,15165,7821,16/03/2008 00:00,11/06/2013 00:00,"115.68.6.144","115.68.6.0","KR","kr",5,0,1,25/05/2011 00:00,25/05/2011 00:00
1335,"game-zone.kz",7595,-1,1,1,33382,23751,10125,18/08/2010 00:00,07/08/2013 00:00,"195.210.47.37","195.210.47.0","KZ","kz",18,3,1,03/12/2011 00:00,03/12/2011 00:00
1336,"raiss.kz",4391,-1,1,1,16434,20643,14975,02/04/2010 00:00,10/08/2013 00:00,"95.211.229.18","95.211.229.0","NL","kz",28,2,1,18/05/2011 00:00,18/05/2011 00:00
1337,"b4net.lt",30342,-1,1,1,842752,263885,92451,24/01/2008 00:00,10/08/2013 00:00,"213.190.55.15","213.190.55.0","LT","lt",26,22,1,02/06/2011 00:00,24/08/2012 00:00
1338,"manutd.lt",9632,-1,1,1,92940,49372,32174,09/12/2008 00:00,10/08/2013 00:00,"109.235.71.169","109.235.71.0","LT","lt",23,2,1,01/06/2011 00:00,01/06/2011 00:00
1339,"motoklubasdakaras.lt",11398,-1,1,1,98302,199667,57108,14/08/2008 00:00,10/08/2013 00:00,"79.98.25.14","79.98.25.0","LT","lt",41,10,1,15/06/2012 00:00,08/08/2013 00:00
1340,"ziogeliai.lt",10791,-1,1,1,283500,31021,15405,27/06/2008 00:00,08/08/2013 00:00,"92.61.34.23","92.61.34.0","LT","lt",17,8,1,17/05/2011 00:00,17/05/2011 00:00
1341,"patriotilv.lv",18247,-1,1,1,493843,104698,46070,22/04/2008 00:00,09/08/2013 00:00,"213.21.217.214","213.21.217.0","LV","lv",21,4,1,19/05/2011 00:00,19/05/2011 00:00
1342,"e-cia.jp",461,-1,1,1,2715,291,255,08/01/2010 00:00,26/10/2012 00:00,"210.188.201.12","210.188.201.0","JP","jp",8,2,1,03/05/2011 00:00,03/05/2011 00:00
1343,"buiucani.md",13296,-1,1,1,160573,46012,29255,13/06/2010 00:00,10/08/2013 00:00,"31.131.1.50","31.131.1.0","MD","md",39,12,1,25/04/2011 00:00,23/05/2011 00:00
1344,"lafirma.com.mx",8110,-1,1,1,42271,33949,15215,17/06/2008 00:00,19/06/2013 00:00,"209.140.30.42","209.140.30.0","US","mx",16,3,1,10/05/2011 00:00,10/05/2011 00:00
1345,"eduforum.com.my",26820,-1,1,1,433934,57090,25022,05/12/2008 00:00,18/10/2011 00:00,"67.215.66.132","67.215.66.0","US","my",17,5,1,14/06/2011 00:00,14/06/2011 00:00
1346,"1tvs.net",765,-1,1,1,10728,24444,15187,16/04/2011 00:00,10/08/2013 00:00,"46.165.220.73","46.165.220.0","DE","net",30,2,1,11/06/2013 00:00,11/06/2013 00:00
1347,"adunata.net",4101,-1,1,1,34832,5975,2828,12/09/2008 00:00,10/08/2013 00:00,"208.109.78.120","208.109.78.0","US","net",18,0,1,09/05/2011 00:00,09/05/2011 00:00
1348,"adventureinindia.net",7,-1,1,1,15,710,691,04/01/2011 00:00,10/04/2012 00:00,"67.215.77.132","67.215.77.0","US","net",5,0,1,27/03/2012 00:00,10/04/2012 00:00
1349,"antilliaan.net",6460,-1,1,1,45887,86742,17291,12/08/2010 00:00,29/07/2013 00:00,"159.253.7.201","159.253.7.0","NL","net",12,3,1,11/06/2011 00:00,05/02/2012 00:00
1350,"ashramindia.net",6300,-1,1,1,62624,8423,4513,30/07/2010 00:00,10/08/2013 00:00,"69.89.31.148","69.89.31.0","US","net",13,0,1,01/06/2011 00:00,01/06/2011 00:00
1351,"aupas.net",32463,-1,1,1,716045,92265,36138,14/10/2011 00:00,10/08/2013 00:00,"66.220.4.155","66.220.4.0","US","net",32,11,1,22/10/2011 00:00,27/10/2011 00:00
1352,"belilios.net",3280,-1,1,1,21307,14883,11666,31/01/2008 00:00,04/08/2013 00:00,"202.181.246.240","202.181.246.0","HK","net",10,6,1,02/05/2011 00:00,02/05/2011 00:00
1353,"blhost.net",4878,-1,1,1,100398,14881,8659,01/07/2008 00:00,31/07/2013 00:00,"96.125.172.28","96.125.172.0","US","net",18,7,1,14/05/2011 00:00,01/08/2011 00:00
1354,"burstfire.net",7353,-1,1,1,107360,463686,242006,27/01/2008 00:00,10/08/2013 00:00,"82.136.38.75","82.136.38.0","UK","net",26,14,1,26/04/2011 00:00,26/04/2011 00:00
1355,"calcioblog.net",61,-1,1,1,478,33195,21190,11/05/2011 00:00,31/03/2013 00:00,"217.64.195.216","217.64.195.0","IT","net",10,0,1,10/03/2013 00:00,10/03/2013 00:00
1356,"cougarcricket.net",21300,-1,1,1,573611,445131,232042,26/01/2008 00:00,10/08/2013 00:00,"64.202.163.81","64.202.163.0","US","net",20,6,1,13/12/2011 00:00,13/12/2011 00:00
1357,"greengold.mn",31726,-1,1,1,1235440,235679,148881,17/06/2008 00:00,10/08/2013 00:00,"173.193.105.242","173.193.105.0","US","mn",23,9,1,19/05/2011 00:00,29/08/2011 00:00
1358,"doisongviet.info",2256,-1,1,1,16578,117068,30068,07/11/2011 00:00,10/08/2013 00:00,"208.87.35.103","208.87.35.0","BS","info",21,1,1,23/02/2012 00:00,23/02/2012 00:00
1359,"tanukiya.co.jp",3733,-1,1,1,156408,1386,421,31/01/2008 00:00,09/08/2013 00:00,"210.128.205.212","210.128.205.0","JP","jp",24,20,1,23/05/2011 00:00,23/05/2011 00:00
1360,"mishima-stable.co.jp",8066,-1,1,1,63547,5645,5432,08/01/2010 00:00,10/08/2013 00:00,"202.224.63.5","202.224.63.0","JP","jp",32,13,1,28/06/2011 00:00,28/06/2011 00:00
1361,"mallorcadir.info",3437,-1,1,1,45917,650269,104401,28/02/2011 00:00,09/08/2013 00:00,"129.121.33.227","129.121.33.0","US","info",15,3,1,15/07/2011 00:00,15/07/2011 00:00
1362,"pcinside.info",6960,-1,1,1,78821,7978,4959,20/02/2009 00:00,10/08/2013 00:00,"83.96.159.22","83.96.159.0","NL","info",14,7,1,04/05/2011 00:00,14/07/2011 00:00
1363,"qhse.info",2395,-1,1,1,26539,2864,870,15/01/2011 00:00,19/05/2011 00:00,"82.165.95.62","82.165.95.0","DE","info",8,0,1,27/04/2011 00:00,27/04/2011 00:00
1364,"quit-smoking-solutions.info",68,-1,1,1,304,150195,68214,13/10/2011 00:00,21/06/2013 00:00,"176.74.176.167","176.74.176.0","UK","info",5,0,1,24/11/2011 00:00,24/11/2011 00:00
1365,"sebciio.info",14572,-1,1,1,724187,776082,398253,16/09/2008 00:00,31/12/2012 00:00,"67.215.66.132","67.215.66.0","US","info",26,6,1,01/08/2011 00:00,01/08/2011 00:00
1366,"shareeverything.info",2216,-1,1,1,6181,9397,5777,09/01/2010 00:00,02/09/2012 00:00,"62.116.181.25","62.116.181.0","DE","info",11,0,1,04/05/2011 00:00,04/05/2011 00:00
1367,"snow74.info",2009,-1,1,1,7484,4425,2610,28/03/2009 00:00,10/08/2013 00:00,"82.165.52.93","82.165.52.0","DE","info",13,8,1,08/05/2011 00:00,08/05/2011 00:00
1368,"supergol.info",13105,-1,1,1,164116,32341,16077,26/01/2010 00:00,08/08/2013 00:00,"67.227.167.177","67.227.167.0","US","info",18,3,1,26/11/2011 00:00,26/11/2011 00:00
1369,"teamcb.info",1705,-1,1,1,7523,117090,38730,28/04/2009 00:00,10/08/2013 00:00,"208.109.181.179","208.109.181.0","US","info",22,3,1,22/01/2012 00:00,19/07/2012 00:00
1370,"titanwaterheaters.info",3,-1,1,1,6,1188,1187,01/06/2013 00:00,31/07/2013 00:00,"74.53.239.22","74.53.239.0","US","info",8,0,1,28/07/2013 00:00,28/07/2013 00:00
1371,"tonika.info",9496,-1,1,1,80953,32488,12671,12/02/2008 00:00,09/08/2013 00:00,"217.174.103.222","217.174.103.0","RU","info",22,10,1,14/06/2011 00:00,10/08/2011 00:00
1372,"warezvilla.info",4170,-1,1,1,129250,653254,153785,30/12/2009 00:00,07/08/2013 00:00,"82.98.86.180","82.98.86.0","DE","info",11,2,1,25/04/2011 00:00,25/04/2011 00:00
1373,"arianlanguagecenter.ir",7635,-1,1,1,110079,211588,45879,09/10/2010 00:00,10/08/2013 00:00,"209.236.117.53","209.236.117.0","US","ir",29,15,1,09/02/2012 00:00,09/02/2012 00:00
1374,"orandaya.co.jp",4774,-1,1,1,152048,128,115,12/11/2009 00:00,09/08/2013 00:00,"202.212.245.159","202.212.245.0","JP","jp",18,8,1,18/06/2011 00:00,18/06/2011 00:00
1375,"hcc.ir",14108,-1,1,1,117620,237996,47809,24/01/2008 00:00,10/08/2013 00:00,"192.30.82.242","192.30.82.0","US","ir",19,5,1,19/12/2011 00:00,19/12/2011 00:00
1376,"assif.it",2658,-1,1,1,26660,50034,30791,26/03/2008 00:00,10/08/2013 00:00,"46.4.205.154","46.4.205.0","DE","it",20,27,1,02/05/2011 00:00,02/05/2011 00:00
1377,"av.it",12282,-1,1,1,936923,1759967,363227,09/01/2008 00:00,10/08/2013 00:00,"62.77.55.6","62.77.55.0","IT","it",42,30,1,29/06/2011 00:00,23/02/2012 00:00
1378,"ellione.it",2598,-1,1,1,21863,205086,132227,09/01/2008 00:00,10/08/2013 00:00,"62.149.140.36","62.149.140.0","IT","it",20,11,1,17/10/2011 00:00,17/10/2011 00:00
1379,"everyinfo.it",3727,-1,1,1,41771,12471,6522,10/08/2009 00:00,09/05/2012 00:00,"216.8.179.25","216.8.179.0","CA","it",12,3,1,19/11/2011 00:00,19/11/2011 00:00
1380,"gocosoftware.it",2636,-1,1,1,8850,8159,2849,14/08/2009 00:00,29/01/2013 00:00,"62.149.131.116","62.149.131.0","IT","it",10,0,1,15/11/2011 00:00,15/11/2011 00:00
1381,"massimotraversi.it",3671,-1,1,1,16994,365431,29166,04/11/2010 00:00,10/08/2013 00:00,"62.149.140.20","62.149.140.0","IT","it",15,5,1,04/05/2011 00:00,04/05/2011 00:00
1382,"omarmagliona.it",8255,-1,1,1,52235,17343,6419,08/01/2009 00:00,08/08/2013 00:00,"62.149.140.32","62.149.140.0","IT","it",18,3,1,02/05/2011 00:00,02/05/2011 00:00
1383,"puntodidomanda.it",23489,-1,1,1,589744,134508,27714,31/05/2008 00:00,18/06/2013 00:00,"62.116.143.11","62.116.143.0","DE","it",18,4,1,16/07/2011 00:00,13/10/2011 00:00
1384,"sentichenotizia.it",4189,-1,1,1,125415,23273,5523,19/08/2008 00:00,10/08/2013 00:00,"62.149.140.88","62.149.140.0","IT","it",16,6,1,27/05/2012 00:00,22/12/2012 00:00
1385,"41s.jp",896,-1,1,1,4126,6506,4897,27/02/2008 00:00,04/08/2013 00:00,"211.10.17.76","211.10.17.0","JP","jp",16,9,1,15/05/2011 00:00,15/05/2011 00:00
1386,"ancient.co.jp",12383,-1,1,1,272382,403232,170079,23/02/2008 00:00,10/08/2013 00:00,"117.120.49.177","117.120.49.0","JP","jp",26,21,1,03/05/2011 00:00,03/05/2011 00:00
1387,"housyu.co.jp",1669,-1,1,1,5193,1456,1185,06/02/2010 00:00,10/08/2013 00:00,"27.50.127.69","27.50.127.0","JP","jp",23,12,1,06/06/2011 00:00,06/06/2011 00:00
1388,"michi-m.co.jp",582,-1,1,1,3405,1560,415,12/03/2010 00:00,10/08/2013 00:00,"119.245.213.249","119.245.213.0","JP","jp",20,15,1,08/06/2011 00:00,08/06/2011 00:00
1389,"hk.is",15506,-1,1,1,125786,72688,38886,24/01/2008 00:00,19/06/2013 00:00,"217.28.178.100","217.28.178.0","IS","is",16,21,1,05/06/2011 00:00,01/11/2011 00:00
1390,"olympus-on-line.com",14095,-1,1,1,183432,334496,159416,20/02/2009 00:00,09/08/2013 00:00,"178.33.166.68","178.33.166.0","ES","com",32,7,1,02/05/2011 00:00,02/05/2011 00:00
1391,"styling-forum.cz",6063,-1,1,1,45346,42280,12408,23/09/2009 00:00,10/08/2013 00:00,"74.206.183.36","74.206.183.0","US","cz",27,5,1,26/05/2011 00:00,26/05/2011 00:00
1392,"ceske-hry.cz",11391,-1,1,1,237818,384490,135455,13/01/2008 00:00,10/08/2013 00:00,"89.185.254.14","89.185.254.0","CZ","cz",42,18,1,05/01/2012 00:00,05/01/2012 00:00
1393,"relaxation-therapy-music.com",18814,-1,1,1,149140,36498,13210,29/05/2008 00:00,21/07/2013 00:00,"216.172.169.200","216.172.169.0","US","com",23,9,1,24/11/2011 00:00,24/11/2011 00:00
1394,"ressidan.com",2077,-1,1,1,13243,111901,43261,05/02/2008 00:00,10/08/2013 00:00,"46.30.211.51","46.30.211.0","DK","com",32,8,1,09/08/2013 00:00,09/08/2013 00:00
1395,"revista24siete.com",281,-1,1,1,9285,2069,762,18/03/2008 00:00,27/07/2013 00:00,"82.98.86.163","82.98.86.0","DE","com",9,8,1,16/12/2011 00:00,16/12/2011 00:00
1396,"rexaonline.com",85,-1,1,1,419,3003,1627,10/07/2010 00:00,16/07/2013 00:00,"202.90.194.173","202.90.194.0","ID","com",7,0,1,18/12/2011 00:00,18/12/2011 00:00
1397,"rich-stadnick.com",398,-1,1,1,2268,1537,1501,13/09/2012 00:00,09/07/2013 00:00,"77.95.228.69","77.95.228.0","NL","com",25,1,1,03/07/2012 00:00,03/07/2012 00:00
1398,"rizvanhasan.com",3784,-1,1,1,144927,241899,150102,03/11/2011 00:00,10/08/2013 00:00,"69.175.26.162","69.175.26.0","US","com",27,3,1,31/03/2013 00:00,09/07/2013 00:00
1399,"rnbhiphopmusic.com",5789,-1,1,1,89378,227198,46816,16/03/2008 00:00,10/08/2013 00:00,"174.121.166.210","174.121.166.0","US","com",21,4,1,13/06/2012 00:00,13/06/2012 00:00
